,R_INH,S_INH,R_EMB,S_EMB,R_RIF,S_RIF,R_PZA,S_PZA,R_Multi,S_Multi
3713,None,None,None,ERR2510762,None,ERR2510731,None,ERR2515666,None,None
3714,None,None,None,ERR2510763,None,ERR2510732,None,ERR2515868,None,None
3715,None,None,None,ERR2510764,None,ERR2510880,None,ERR2515670,None,None
3716,None,None,None,ERR2510765,None,ERR2510706,None,ERR2515277,None,None
3717,None,None,None,ERR2510766,None,ERR2510708,None,ERR2515801,None,None
3718,None,None,None,ERR2510767,None,ERR2510658,None,ERR2515231,None,None
3719,None,None,None,ERR2510768,None,ERR2510659,None,ERR2515347,None,None
3720,None,None,None,ERR2510769,None,ERR2510661,None,ERR2515258,None,None
3721,None,None,None,ERR2510770,None,ERR2510662,None,ERR2515442,None,None
3722,None,None,None,ERR2510771,None,ERR2510664,None,ERR2515791,None,None
3723,None,None,None,ERR2510772,None,ERR2510665,None,ERR2509673,None,None
3724,None,None,None,ERR2510773,None,ERR2510679,None,ERR2509893,None,None
3725,None,None,None,ERR2510774,None,ERR2510712,None,ERR2515523,None,None
3726,None,None,None,ERR2510775,None,ERR2510718,None,ERR2515209,None,None
3727,None,None,None,ERR2510776,None,ERR2510720,None,ERR2515573,None,None
3728,None,None,None,ERR2510777,None,ERR2510680,None,ERR2515623,None,None
3729,None,None,None,ERR2510778,None,ERR2510681,None,ERR2515774,None,None
3730,None,None,None,ERR2510779,None,ERR2510687,None,ERR2515482,None,None
3731,None,None,None,ERR2510780,None,ERR2510688,None,ERR2515283,None,None
3732,None,None,None,ERR2510781,None,ERR2510691,None,ERR2516090,None,None
3733,None,None,None,ERR2510782,None,ERR2510728,None,ERR2515166,None,None
3734,None,None,None,ERR2510783,None,ERR2510823,None,ERR2515267,None,None
3735,None,None,None,ERR2510784,None,ERR2510826,None,ERR2515463,None,None
3736,None,None,None,ERR2510785,None,ERR2510672,None,ERR2515703,None,None
3737,None,None,None,ERR2510786,None,ERR2510736,None,ERR2515937,None,None
3738,None,None,None,ERR2510787,None,ERR2510835,None,ERR2515576,None,None
3739,None,None,None,ERR2510788,None,ERR2510818,None,ERR2515857,None,None
3740,None,None,None,ERR2510789,None,ERR2510738,None,ERR2515761,None,None
3741,None,None,None,ERR2510790,None,ERR2510737,None,ERR2515709,None,None
3742,None,None,None,ERR2510791,None,ERR2510739,None,ERR2515882,None,None
3743,None,None,None,ERR2510792,None,ERR2510810,None,ERR2515121,None,None
3744,None,None,None,ERR2510793,None,ERR2510829,None,ERR2515737,None,None
3745,None,None,None,ERR2510794,None,ERR2510836,None,ERR2515890,None,None
3746,None,None,None,ERR2510795,None,ERR2510819,None,ERR2515417,None,None
3747,None,None,None,ERR2510796,None,ERR2510831,None,ERR2515123,None,None
3748,None,None,None,ERR2510797,None,ERR2510813,None,ERR2515571,None,None
3749,None,None,None,ERR2510798,None,ERR2510812,None,ERR2515539,None,None
3750,None,None,None,ERR2510799,None,ERR2510808,None,ERR2515174,None,None
3751,None,None,None,ERR2510800,None,ERR2510830,None,ERR2515979,None,None
3752,None,None,None,ERR2510801,None,ERR2510837,None,ERR2515186,None,None
3753,None,None,None,ERR2510802,None,ERR2510821,None,ERR2515143,None,None
3754,None,None,None,ERR2510803,None,ERR2510816,None,ERR2515983,None,None
3755,None,None,None,ERR2510804,None,ERR2510814,None,ERR2515389,None,None
3756,None,None,None,ERR2510805,None,ERR2510811,None,ERR2516029,None,None
3757,None,None,None,ERR2510806,None,ERR2510809,None,ERR2515304,None,None
3758,None,None,None,ERR2510817,None,ERR2510740,None,ERR2515362,None,None
3759,None,None,None,ERR2510822,None,ERR2510741,None,ERR2516024,None,None
3760,None,None,None,ERR2510828,None,ERR2510742,None,ERR2515518,None,None
3761,None,None,None,ERR2515764,None,ERR2510743,None,ERR2515396,None,None
3762,None,None,None,ERR2516030,None,ERR2510744,None,ERR2515559,None,None
3763,None,None,None,ERR2515763,None,ERR2510745,None,ERR2515711,None,None
3764,None,None,None,ERR2515485,None,ERR2510746,None,ERR2515217,None,None
3765,None,None,None,ERR2515543,None,ERR2510747,None,ERR2516007,None,None
3766,None,None,None,ERR2515451,None,ERR2510748,None,ERR2516020,None,None
3767,None,None,None,ERR2515679,None,ERR2510749,None,ERR2515874,None,None
3768,None,None,None,ERR2515870,None,ERR2510750,None,ERR2515963,None,None
3769,None,None,None,ERR2515332,None,ERR2510751,None,ERR2515781,None,None
3770,None,None,None,ERR2515352,None,ERR2510752,None,ERR2516001,None,None
3771,None,None,None,ERR2515900,None,ERR2510753,None,ERR2515978,None,None
3772,None,None,None,ERR2509684,None,ERR2510754,None,ERR2515949,None,None
3773,None,None,None,ERR2509885,None,ERR2510755,None,ERR2515117,None,None
3774,None,None,None,ERR2509886,None,ERR2510756,None,ERR2515360,None,None
3775,None,None,None,ERR2509887,None,ERR2510758,None,ERR2515755,None,None
3776,None,None,None,ERR2509888,None,ERR2510759,None,ERR2515938,None,None
3777,None,None,None,ERR2509889,None,ERR2510760,None,ERR2515126,None,None
3778,None,None,None,ERR2509677,None,ERR2510761,None,ERR2515189,None,None
3779,None,None,None,ERR2509890,None,ERR2510762,None,ERR2515565,None,None
3780,None,None,None,ERR2509891,None,ERR2510763,None,ERR2515218,None,None
3781,None,None,None,ERR2509892,None,ERR2510764,None,ERR2515107,None,None
3782,None,None,None,ERR2516086,None,ERR2510765,None,ERR2515934,None,None
3783,None,None,None,ERR2515961,None,ERR2510766,None,ERR2515221,None,None
3784,None,None,None,ERR2509678,None,ERR2510767,None,ERR2515178,None,None
3785,None,None,None,ERR2509679,None,ERR2510768,None,ERR2515628,None,None
3786,None,None,None,ERR2509676,None,ERR2510769,None,ERR2516004,None,None
3787,None,None,None,ERR2515497,None,ERR2510770,None,ERR2515634,None,None
3788,None,None,None,ERR2515815,None,ERR2510771,None,ERR2516010,None,None
3789,None,None,None,ERR2515211,None,ERR2510772,None,ERR2515441,None,None
3790,None,None,None,ERR2515311,None,ERR2510773,None,ERR2516034,None,None
3791,None,None,None,ERR2515970,None,ERR2510774,None,ERR2515346,None,None
3792,None,None,None,ERR2515791,None,ERR2510775,None,ERR2515633,None,None
3793,None,None,None,ERR2509673,None,ERR2510776,None,ERR2516060,None,None
3794,None,None,None,ERR2509893,None,ERR2510777,None,ERR2515350,None,None
3795,None,None,None,ERR2515703,None,ERR2510778,None,ERR2515749,None,None
3796,None,None,None,ERR2515761,None,ERR2510779,None,ERR2515530,None,None
3797,None,None,None,ERR2515709,None,ERR2510780,None,ERR2515109,None,None
3798,None,None,None,ERR2515174,None,ERR2510781,None,ERR2515915,None,None
3799,None,None,None,ERR2515979,None,ERR2510782,None,ERR2516097,None,None
3800,None,None,None,ERR2515186,None,ERR2510783,None,ERR2515448,None,None
3801,None,None,None,ERR2515217,None,ERR2510784,None,ERR2515744,None,None
3802,None,None,None,ERR2515963,None,ERR2510785,None,ERR2515720,None,None
3803,None,None,None,ERR2515117,None,ERR2510786,None,ERR2509894,None,None
3804,None,None,None,ERR2515360,None,ERR2510787,None,ERR2509683,None,None
3805,None,None,None,ERR2515755,None,ERR2510788,None,ERR2509895,None,None
3806,None,None,None,ERR2515710,None,ERR2510789,None,ERR2509685,None,None
3807,None,None,None,ERR2516041,None,ERR2510790,None,ERR2509686,None,None
3808,None,None,None,ERR2515575,None,ERR2510791,None,ERR2509896,None,None
3809,None,None,None,ERR2515806,None,ERR2510792,None,ERR2509897,None,None
3810,None,None,None,ERR2515872,None,ERR2510793,None,ERR2509879,None,None
3811,None,None,None,ERR2515878,None,ERR2510794,None,ERR2515909,None,None
3812,None,None,None,ERR2515918,None,ERR2510795,None,None,None,None
3813,None,None,None,ERR2515415,None,ERR2510796,None,None,None,None
3814,None,None,None,ERR2515744,None,ERR2510797,None,None,None,None
3815,None,None,None,ERR2509894,None,ERR2510798,None,None,None,None
3816,None,None,None,ERR2509683,None,ERR2510799,None,None,None,None
3817,None,None,None,ERR2509895,None,ERR2510800,None,None,None,None
3818,None,None,None,ERR2509685,None,ERR2510801,None,None,None,None
3819,None,None,None,ERR2509686,None,ERR2510802,None,None,None,None
3820,None,None,None,ERR2509896,None,ERR2510803,None,None,None,None
3821,None,None,None,ERR2509879,None,ERR2510804,None,None,None,None
3822,None,None,None,ERR2515909,None,ERR2510805,None,None,None,None
3823,None,None,None,None,None,ERR2510806,None,None,None,None
3824,None,None,None,None,None,ERR2510817,None,None,None,None
3825,None,None,None,None,None,ERR2510822,None,None,None,None
3826,None,None,None,None,None,ERR2510828,None,None,None,None
3827,None,None,None,None,None,ERR2515202,None,None,None,None
3828,None,None,None,None,None,ERR2515764,None,None,None,None
3829,None,None,None,None,None,ERR2515585,None,None,None,None
3830,None,None,None,None,None,ERR2516030,None,None,None,None
3831,None,None,None,None,None,ERR2515763,None,None,None,None
3832,None,None,None,None,None,ERR2515485,None,None,None,None
3833,None,None,None,None,None,ERR2515543,None,None,None,None
3834,None,None,None,None,None,ERR2515969,None,None,None,None
3835,None,None,None,None,None,ERR2515691,None,None,None,None
3836,None,None,None,None,None,ERR2515451,None,None,None,None
3837,None,None,None,None,None,ERR2515748,None,None,None,None
3838,None,None,None,None,None,ERR2515130,None,None,None,None
3839,None,None,None,None,None,ERR2515679,None,None,None,None
3840,None,None,None,None,None,ERR2515870,None,None,None,None
3841,None,None,None,None,None,ERR2515332,None,None,None,None
3842,None,None,None,None,None,ERR2515323,None,None,None,None
3843,None,None,None,None,None,ERR2515352,None,None,None,None
3844,None,None,None,None,None,ERR2515900,None,None,None,None
3845,None,None,None,None,None,ERR2515701,None,None,None,None
3846,None,None,None,None,None,ERR2515438,None,None,None,None
3847,None,None,None,None,None,ERR2515205,None,None,None,None
3848,None,None,None,None,None,ERR2515661,None,None,None,None
3849,None,None,None,None,None,ERR2509684,None,None,None,None
3850,None,None,None,None,None,ERR2509885,None,None,None,None
3851,None,None,None,None,None,ERR2509886,None,None,None,None
3852,None,None,None,None,None,ERR2509887,None,None,None,None
3853,None,None,None,None,None,ERR2509888,None,None,None,None
3854,None,None,None,None,None,ERR2509889,None,None,None,None
3855,None,None,None,None,None,ERR2509677,None,None,None,None
3856,None,None,None,None,None,ERR2509890,None,None,None,None
3857,None,None,None,None,None,ERR2509891,None,None,None,None
3858,None,None,None,None,None,ERR2509892,None,None,None,None
3859,None,None,None,None,None,ERR2516086,None,None,None,None
3860,None,None,None,None,None,ERR2515603,None,None,None,None
3861,None,None,None,None,None,ERR2515738,None,None,None,None
3862,None,None,None,None,None,ERR2515611,None,None,None,None
3863,None,None,None,None,None,ERR2515445,None,None,None,None
3864,None,None,None,None,None,ERR2515745,None,None,None,None
3865,None,None,None,None,None,ERR2515961,None,None,None,None
3866,None,None,None,None,None,ERR2515674,None,None,None,None
3867,None,None,None,None,None,ERR2515329,None,None,None,None
3868,None,None,None,None,None,ERR2515382,None,None,None,None
3869,None,None,None,None,None,ERR2515645,None,None,None,None
3870,None,None,None,None,None,ERR2515663,None,None,None,None
3871,None,None,None,None,None,ERR2515697,None,None,None,None
3872,None,None,None,None,None,ERR2509678,None,None,None,None
3873,None,None,None,None,None,ERR2509679,None,None,None,None
3874,None,None,None,None,None,ERR2509676,None,None,None,None
3875,None,None,None,None,None,ERR2515369,None,None,None,None
3876,None,None,None,None,None,ERR2515686,None,None,None,None
3877,None,None,None,None,None,ERR2515732,None,None,None,None
3878,None,None,None,None,None,ERR2515155,None,None,None,None
3879,None,None,None,None,None,ERR2515506,None,None,None,None
3880,None,None,None,None,None,ERR2515266,None,None,None,None
3881,None,None,None,None,None,ERR2515497,None,None,None,None
3882,None,None,None,None,None,ERR2515384,None,None,None,None
3883,None,None,None,None,None,ERR2515407,None,None,None,None
3884,None,None,None,None,None,ERR2516003,None,None,None,None
3885,None,None,None,None,None,ERR2515119,None,None,None,None
3886,None,None,None,None,None,ERR2515851,None,None,None,None
3887,None,None,None,None,None,ERR2515552,None,None,None,None
3888,None,None,None,None,None,ERR2515815,None,None,None,None
3889,None,None,None,None,None,ERR2515211,None,None,None,None
3890,None,None,None,None,None,ERR2515856,None,None,None,None
3891,None,None,None,None,None,ERR2515311,None,None,None,None
3892,None,None,None,None,None,ERR2515970,None,None,None,None
3893,None,None,None,None,None,ERR2515859,None,None,None,None
3894,None,None,None,None,None,ERR2515498,None,None,None,None
3895,None,None,None,None,None,ERR2515224,None,None,None,None
3896,None,None,None,None,None,ERR2515225,None,None,None,None
3897,None,None,None,None,None,ERR2515666,None,None,None,None
3898,None,None,None,None,None,ERR2515868,None,None,None,None
3899,None,None,None,None,None,ERR2515670,None,None,None,None
3900,None,None,None,None,None,ERR2515277,None,None,None,None
3901,None,None,None,None,None,ERR2515801,None,None,None,None
3902,None,None,None,None,None,ERR2515231,None,None,None,None
3903,None,None,None,None,None,ERR2515347,None,None,None,None
3904,None,None,None,None,None,ERR2515258,None,None,None,None
3905,None,None,None,None,None,ERR2515442,None,None,None,None
3906,None,None,None,None,None,ERR2515791,None,None,None,None
3907,None,None,None,None,None,ERR2509673,None,None,None,None
3908,None,None,None,None,None,ERR2509893,None,None,None,None
3909,None,None,None,None,None,ERR2515523,None,None,None,None
3910,None,None,None,None,None,ERR2515209,None,None,None,None
3911,None,None,None,None,None,ERR2515301,None,None,None,None
3912,None,None,None,None,None,ERR2515623,None,None,None,None
3913,None,None,None,None,None,ERR2515774,None,None,None,None
3914,None,None,None,None,None,ERR2515482,None,None,None,None
3915,None,None,None,None,None,ERR2515283,None,None,None,None
3916,None,None,None,None,None,ERR2515356,None,None,None,None
3917,None,None,None,None,None,ERR2516090,None,None,None,None
3918,None,None,None,None,None,ERR2515166,None,None,None,None
3919,None,None,None,None,None,ERR2515267,None,None,None,None
3920,None,None,None,None,None,ERR2515463,None,None,None,None
3921,None,None,None,None,None,ERR2515246,None,None,None,None
3922,None,None,None,None,None,ERR2515703,None,None,None,None
3923,None,None,None,None,None,ERR2515937,None,None,None,None
3924,None,None,None,None,None,ERR2515576,None,None,None,None
3925,None,None,None,None,None,ERR2515857,None,None,None,None
3926,None,None,None,None,None,ERR2515761,None,None,None,None
3927,None,None,None,None,None,ERR2515709,None,None,None,None
3928,None,None,None,None,None,ERR2515882,None,None,None,None
3929,None,None,None,None,None,ERR2515121,None,None,None,None
3930,None,None,None,None,None,ERR2515737,None,None,None,None
3931,None,None,None,None,None,ERR2515890,None,None,None,None
3932,None,None,None,None,None,ERR2515612,None,None,None,None
3933,None,None,None,None,None,ERR2515417,None,None,None,None
3934,None,None,None,None,None,ERR2515294,None,None,None,None
3935,None,None,None,None,None,ERR2515123,None,None,None,None
3936,None,None,None,None,None,ERR2515371,None,None,None,None
3937,None,None,None,None,None,ERR2515571,None,None,None,None
3938,None,None,None,None,None,ERR2515539,None,None,None,None
3939,None,None,None,None,None,ERR2515174,None,None,None,None
3940,None,None,None,None,None,ERR2515979,None,None,None,None
3941,None,None,None,None,None,ERR2515186,None,None,None,None
3942,None,None,None,None,None,ERR2515143,None,None,None,None
3943,None,None,None,None,None,ERR2515983,None,None,None,None
3944,None,None,None,None,None,ERR2515389,None,None,None,None
3945,None,None,None,None,None,ERR2516029,None,None,None,None
3946,None,None,None,None,None,ERR2515362,None,None,None,None
3947,None,None,None,None,None,ERR2515518,None,None,None,None
3948,None,None,None,None,None,ERR2515396,None,None,None,None
3949,None,None,None,None,None,ERR2515559,None,None,None,None
3950,None,None,None,None,None,ERR2515711,None,None,None,None
3951,None,None,None,None,None,ERR2515217,None,None,None,None
3952,None,None,None,None,None,ERR2516007,None,None,None,None
3953,None,None,None,None,None,ERR2515606,None,None,None,None
3954,None,None,None,None,None,ERR2515345,None,None,None,None
3955,None,None,None,None,None,ERR2516020,None,None,None,None
3956,None,None,None,None,None,ERR2515874,None,None,None,None
3957,None,None,None,None,None,ERR2515963,None,None,None,None
3958,None,None,None,None,None,ERR2515781,None,None,None,None
3959,None,None,None,None,None,ERR2515664,None,None,None,None
3960,None,None,None,None,None,ERR2516001,None,None,None,None
3961,None,None,None,None,None,ERR2515117,None,None,None,None
3962,None,None,None,None,None,ERR2515360,None,None,None,None
3963,None,None,None,None,None,ERR2515755,None,None,None,None
3964,None,None,None,None,None,ERR2515938,None,None,None,None
3965,None,None,None,None,None,ERR2515903,None,None,None,None
3966,None,None,None,None,None,ERR2515126,None,None,None,None
3967,None,None,None,None,None,ERR2515189,None,None,None,None
3968,None,None,None,None,None,ERR2515565,None,None,None,None
3969,None,None,None,None,None,ERR2515952,None,None,None,None
3970,None,None,None,None,None,ERR2515423,None,None,None,None
3971,None,None,None,None,None,ERR2515218,None,None,None,None
3972,None,None,None,None,None,ERR2515147,None,None,None,None
3973,None,None,None,None,None,ERR2515107,None,None,None,None
3974,None,None,None,None,None,ERR2515759,None,None,None,None
3975,None,None,None,None,None,ERR2515221,None,None,None,None
3976,None,None,None,None,None,ERR2515178,None,None,None,None
3977,None,None,None,None,None,ERR2515628,None,None,None,None
3978,None,None,None,None,None,ERR2516004,None,None,None,None
3979,None,None,None,None,None,ERR2515634,None,None,None,None
3980,None,None,None,None,None,ERR2515615,None,None,None,None
3981,None,None,None,None,None,ERR2516010,None,None,None,None
3982,None,None,None,None,None,ERR2515441,None,None,None,None
3983,None,None,None,None,None,ERR2516034,None,None,None,None
3984,None,None,None,None,None,ERR2515705,None,None,None,None
3985,None,None,None,None,None,ERR2515633,None,None,None,None
3986,None,None,None,None,None,ERR2516060,None,None,None,None
3987,None,None,None,None,None,ERR2515350,None,None,None,None
3988,None,None,None,None,None,ERR2515227,None,None,None,None
3989,None,None,None,None,None,ERR2515530,None,None,None,None
3990,None,None,None,None,None,ERR2515915,None,None,None,None
3991,None,None,None,None,None,ERR2515210,None,None,None,None
3992,None,None,None,None,None,ERR2515708,None,None,None,None
3993,None,None,None,None,None,ERR2515358,None,None,None,None
3994,None,None,None,None,None,ERR2515513,None,None,None,None
3995,None,None,None,None,None,ERR2515710,None,None,None,None
3996,None,None,None,None,None,ERR2515335,None,None,None,None
3997,None,None,None,None,None,ERR2515248,None,None,None,None
3998,None,None,None,None,None,ERR2515520,None,None,None,None
3999,None,None,None,None,None,ERR2516041,None,None,None,None
4000,None,None,None,None,None,ERR2515860,None,None,None,None
4001,None,None,None,None,None,ERR2515575,None,None,None,None
4002,None,None,None,None,None,ERR2515812,None,None,None,None
4003,None,None,None,None,None,ERR2515806,None,None,None,None
4004,None,None,None,None,None,ERR2515747,None,None,None,None
4005,None,None,None,None,None,ERR2515325,None,None,None,None
4006,None,None,None,None,None,ERR2515789,None,None,None,None
4007,None,None,None,None,None,ERR2515878,None,None,None,None
4008,None,None,None,None,None,ERR2515918,None,None,None,None
4009,None,None,None,None,None,ERR2515415,None,None,None,None
